participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score
P00416,31,Female,Hispanic,Bachelor,Moderate,3,4,4,2.0,5
P00417,58,Male,Asian,High School,Conservative,1,5,4,1.8,5
P00418,41,Male,White,Bachelor,Liberal,1,5,4,1.0,3
P00419,54,Male,White,Bachelor,Liberal,5,5,5,2.5,4
P00420,40,Male,White,Bachelor,Liberal,4,1,4,5.0,4
P00421,64,Female,Hispanic,Bachelor,Conservative,2,3,4,3.6,2
P00422,61,Female,Hispanic,PhD,Conservative,2,4,3,4.2,1
P00423,37,Other,Hispanic,Bachelor,Liberal,4,4,2,2.4,3
P00424,51,Male,White,Bachelor,Liberal,1,1,4,2.2,5
P00425,47,Male,Black,High School,Conservative,4,5,1,3.5,3
P00426,56,Male,White,PhD,Liberal,2,3,1,3.1,1
P00427,28,Male,White,High School,Moderate,4,4,3,2.9,3
P00428,48,Male,White,Bachelor,Liberal,1,3,5,4.7,1
P00429,52,Female,White,Master,Moderate,5,3,5,2.2,1
P00430,18,Female,Black,High School,Conservative,1,2,5,2.1,1
P00431,25,Female,White,Bachelor,Conservative,3,3,4,3.9,1
P00432,18,Male,White,High School,Conservative,3,2,5,3.7,1
P00433,36,Female,White,Master,Moderate,4,1,5,2.0,5
P00434,48,Male,White,Bachelor,Moderate,1,5,2,3.1,3
P00435,58,Male,White,Master,Liberal,1,2,4,1.2,4
P00436,40,Female,White,PhD,Conservative,2,3,4,3.3,4
P00437,59,Female,White,Bachelor,Conservative,5,5,1,2.5,5
P00438,23,Male,White,Master,Moderate,1,3,1,2.8,2
P00439,19,Male,Other,Bachelor,Liberal,4,3,2,1.9,1
P00440,39,Male,White,Bachelor,Moderate,2,2,3,4.2,3
P00441,44,Female,White,Bachelor,Conservative,2,1,4,3.3,1
P00442,39,Male,White,PhD,Moderate,4,3,1,4.0,1
P00443,18,Other,Hispanic,Bachelor,Liberal,4,2,5,2.9,4
P00444,38,Male,Black,High School,Liberal,1,3,4,4.2,1
P00445,24,Male,White,Bachelor,Liberal,1,5,4,1.1,3
P00446,48,Female,White,Bachelor,Conservative,2,1,4,3.0,3
P00447,44,Female,Black,High School,Conservative,2,3,1,4.2,4
P00448,28,Male,Black,Bachelor,Conservative,5,1,2,1.0,5
P00449,33,Female,Black,Bachelor,Conservative,2,1,1,3.1,4
P00450,27,Female,Hispanic,Bachelor,Moderate,4,5,5,3.6,4
P00451,39,Female,Hispanic,High School,Moderate,4,5,5,2.6,1
P00452,51,Female,White,Bachelor,Moderate,5,4,3,4.0,2
P00453,28,Female,White,Master,Conservative,3,1,1,4.0,5
P00454,46,Female,Black,Not Applicable,Moderate,3,3,1,2.4,5
P00455,33,Female,Hispanic,Bachelor,Moderate,4,5,3,2.6,5
P00456,30,Male,White,High School,Liberal,3,3,3,1.8,1
P00457,38,Male,Other,Not Applicable,Liberal,3,1,4,3.3,4
P00458,27,Male,White,Bachelor,Conservative,5,5,4,3.2,1
P00459,33,Male,White,High School,Conservative,2,4,5,3.0,3
P00460,25,Male,Hispanic,High School,Moderate,2,1,2,3.1,2
P00461,63,Female,White,High School,Liberal,3,3,5,2.1,2
P00462,40,Male,White,High School,Conservative,1,4,1,1.6,1
P00463,31,Male,White,High School,Conservative,5,1,2,3.4,4
P00464,42,Female,White,PhD,Moderate,3,5,4,2.8,5
P00465,38,Male,White,Bachelor,Moderate,1,1,3,2.0,3
P00466,37,Male,White,Bachelor,Moderate,1,2,3,2.3,3
P00467,47,Male,White,Master,Moderate,5,3,5,3.9,2
P00468,49,Male,Other,Master,Conservative,2,5,1,3.9,4
P00469,33,Male,Other,Master,Liberal,4,5,1,3.7,5
P00470,33,Female,White,Not Applicable,Liberal,1,2,3,3.0,2
P00471,36,Female,Black,Bachelor,Liberal,4,4,5,2.3,4
P00472,18,Male,White,Not Applicable,Liberal,4,5,5,4.3,5
P00473,21,Male,White,Master,Liberal,5,4,4,2.7,1
P00474,56,Male,White,High School,Liberal,2,4,4,3.3,4
P00475,59,Female,Hispanic,Bachelor,Liberal,5,4,4,2.1,3
P00476,37,Male,Hispanic,Bachelor,Liberal,1,1,2,2.8,4
P00477,46,Male,White,PhD,Liberal,2,2,5,1.0,4
P00478,43,Female,White,High School,Liberal,3,3,5,2.4,4
P00479,76,Male,White,Bachelor,Moderate,2,2,4,1.5,5
P00480,53,Male,White,High School,Moderate,5,5,3,3.2,5
P00481,38,Male,White,High School,Liberal,5,2,4,2.4,1
P00482,28,Female,White,High School,Moderate,4,3,2,2.7,1
P00483,20,Female,Asian,Bachelor,Conservative,3,1,3,5.0,5
P00484,42,Female,White,Master,Conservative,2,5,5,2.0,5
P00485,30,Female,Hispanic,High School,Liberal,3,1,2,3.1,2
P00486,22,Female,Black,Bachelor,Conservative,4,5,2,3.2,4
P00487,32,Female,White,High School,Liberal,3,3,3,2.1,4
P00488,27,Female,Asian,High School,Liberal,3,1,4,4.1,3
P00489,60,Male,Hispanic,Bachelor,Liberal,2,3,4,4.6,5
P00490,50,Female,White,High School,Liberal,3,3,1,4.2,5
P00491,39,Male,White,Bachelor,Moderate,4,2,3,2.0,1
P00492,57,Male,Hispanic,High School,Moderate,1,5,4,2.3,1
P00493,40,Female,White,High School,Conservative,1,4,2,1.0,4
P00494,29,Male,White,Bachelor,Liberal,5,4,4,2.8,4
P00495,58,Female,White,Bachelor,Liberal,1,1,4,2.9,5
P00496,46,Male,Hispanic,High School,Liberal,2,3,2,3.8,4
P00497,27,Female,Asian,Bachelor,Liberal,5,2,3,4.8,5
P00498,37,Female,Hispanic,Master,Conservative,1,5,1,1.7,3
P00499,29,Female,White,Master,Conservative,1,1,4,3.1,3
P00500,23,Male,White,High School,Conservative,5,3,4,2.8,2
P00501,51,Male,White,Bachelor,Moderate,2,4,4,2.8,1
P00502,62,Female,Asian,Bachelor,Moderate,5,4,3,4.6,2
P00503,23,Male,White,High School,Liberal,2,5,2,3.1,3
P00504,46,Female,White,Master,Moderate,2,5,2,3.5,4
P00505,32,Female,White,PhD,Moderate,4,5,2,3.5,1
P00506,34,Male,White,Master,Conservative,1,1,2,3.2,1
P00507,32,Male,Hispanic,Master,Moderate,1,5,2,2.2,2
P00508,29,Male,Black,Master,Liberal,3,1,2,4.9,1
P00509,40,Female,Other,Bachelor,Conservative,5,2,4,3.0,3
P00510,30,Male,White,Bachelor,Conservative,4,3,4,3.5,4
P00511,43,Male,Hispanic,Master,Moderate,1,4,2,3.3,2
P00512,39,Male,Hispanic,Bachelor,Moderate,3,1,2,1.0,4
P00513,37,Female,White,High School,Liberal,4,3,3,2.0,2
P00514,29,Male,Other,High School,Moderate,2,5,3,3.1,5
P00515,33,Male,White,PhD,Liberal,1,4,5,2.2,1
P00516,49,Female,Hispanic,High School,Liberal,5,1,4,3.4,5
P00517,46,Female,Hispanic,Bachelor,Moderate,4,5,2,2.1,1
P00518,28,Female,Asian,Not Applicable,Liberal,3,3,4,3.0,5
P00519,41,Male,White,Bachelor,Conservative,5,2,5,1.3,4
P00520,49,Male,White,Not Applicable,Conservative,2,3,3,3.8,3
P00521,19,Female,White,Bachelor,Liberal,5,1,5,3.5,2
P00522,46,Male,White,High School,Conservative,3,2,1,3.5,1
P00523,32,Female,Hispanic,Master,Moderate,2,2,3,2.9,2
P00524,46,Female,Asian,High School,Liberal,3,5,4,2.3,3
P00525,30,Male,Hispanic,Bachelor,Moderate,1,3,3,4.6,5
P00526,18,Female,White,High School,Moderate,3,1,5,4.7,4
P00527,20,Female,Hispanic,High School,Moderate,5,2,2,2.9,2
P00528,40,Male,Hispanic,Bachelor,Conservative,1,5,5,2.4,5
P00529,43,Female,Asian,High School,Moderate,1,2,5,1.3,1
P00530,29,Male,White,Bachelor,Conservative,4,3,2,3.2,2
P00531,47,Male,White,Master,Moderate,5,4,4,2.3,2
P00532,20,Male,White,High School,Liberal,5,1,4,2.5,1
P00533,39,Female,Black,High School,Moderate,2,4,3,4.0,3
P00534,25,Female,Black,Bachelor,Liberal,3,3,5,2.0,5
P00535,32,Female,Other,Bachelor,Moderate,3,4,3,4.9,2
P00536,40,Male,White,PhD,Moderate,5,3,2,2.0,5
P00537,29,Female,White,High School,Moderate,3,3,1,1.0,4
P00538,35,Male,Black,Master,Liberal,5,5,4,2.3,5
P00539,52,Female,Hispanic,Bachelor,Moderate,1,4,2,3.4,5
P00540,33,Male,Hispanic,Bachelor,Liberal,3,2,4,3.1,1
P00541,50,Male,Hispanic,High School,Moderate,3,3,3,3.2,5
P00542,26,Male,White,Bachelor,Conservative,5,4,1,2.7,3
P00543,46,Female,Black,High School,Conservative,5,2,5,2.5,5
P00544,57,Male,Hispanic,High School,Liberal,2,1,4,1.8,4
P00545,18,Female,White,Bachelor,Moderate,3,2,5,3.1,5
P00546,30,Male,White,Master,Moderate,4,4,3,4.1,1
P00547,46,Male,White,Master,Conservative,5,4,4,3.0,4
P00548,37,Male,White,Bachelor,Moderate,4,2,3,2.2,1
P00549,44,Female,Black,Bachelor,Liberal,1,2,5,3.1,3
P00550,32,Female,White,Bachelor,Moderate,1,3,3,4.5,3
P00551,41,Male,White,Not Applicable,Moderate,4,4,3,2.8,1
P00552,38,Male,White,Bachelor,Conservative,1,3,3,1.8,3
P00553,54,Male,White,High School,Conservative,4,3,2,3.2,1
P00554,43,Female,White,High School,Liberal,2,1,2,3.6,2
P00555,44,Male,Black,Bachelor,Conservative,2,4,4,3.9,5
P00556,35,Female,White,Bachelor,Liberal,1,3,3,3.7,2
P00557,34,Female,White,High School,Conservative,4,1,3,3.2,3
P00558,34,Male,White,Master,Conservative,4,3,3,2.2,1
P00559,44,Female,White,Bachelor,Moderate,4,3,2,2.0,1
P00560,34,Female,White,Bachelor,Conservative,1,4,5,2.7,1
P00561,43,Female,White,High School,Liberal,4,2,3,3.6,1
P00562,64,Male,Hispanic,High School,Liberal,5,2,1,2.3,5
P00563,50,Male,Black,PhD,Liberal,4,4,4,2.5,4
P00564,36,Male,White,Master,Liberal,5,2,2,2.1,2
P00565,54,Male,White,High School,Moderate,2,5,5,4.6,3
P00566,35,Male,Other,High School,Liberal,5,2,1,2.8,1
P00567,18,Male,Black,Bachelor,Conservative,2,3,3,3.7,2
P00568,27,Female,White,High School,Moderate,1,3,2,4.6,4
P00569,18,Male,Black,Bachelor,Moderate,2,1,3,2.0,2
P00570,35,Male,Asian,Not Applicable,Moderate,2,4,4,3.8,3
P00571,40,Male,Asian,High School,Liberal,4,1,2,2.9,1
P00572,60,Female,White,High School,Liberal,3,3,1,4.4,3
P00573,43,Female,White,PhD,Liberal,2,3,5,2.2,1
P00574,37,Female,White,High School,Conservative,5,1,5,3.2,4
P00575,49,Male,Hispanic,Not Applicable,Moderate,1,5,4,3.6,3
P00576,18,Female,Black,Bachelor,Liberal,5,2,5,2.3,2
P00577,42,Male,White,Not Applicable,Conservative,1,5,5,2.8,4
P00578,49,Male,Hispanic,High School,Liberal,5,5,4,2.9,3
P00579,22,Male,Hispanic,High School,Moderate,2,5,1,4.1,1
P00580,53,Male,Other,Bachelor,Moderate,3,5,2,5.0,4
P00581,44,Male,Hispanic,Bachelor,Conservative,2,2,2,4.6,1
P00582,35,Female,Other,High School,Conservative,4,4,4,4.4,5
P00583,47,Female,White,Not Applicable,Conservative,5,1,3,1.0,2
P00584,67,Male,Hispanic,Master,Moderate,3,5,4,3.1,1
P00585,42,Female,Hispanic,Bachelor,Liberal,5,5,4,3.1,3
P00586,42,Male,White,High School,Conservative,4,1,4,3.8,5
P00587,34,Male,White,Master,Moderate,4,1,4,1.6,4
P00588,29,Female,Other,Master,Liberal,4,4,5,3.7,3
P00589,49,Female,White,Bachelor,Conservative,2,3,5,1.0,4
P00590,29,Male,Hispanic,PhD,Liberal,2,4,1,4.0,5
P00591,40,Male,White,High School,Liberal,3,3,4,1.4,3
P00592,34,Female,White,High School,Conservative,4,2,2,4.2,1
P00593,45,Female,White,High School,Moderate,2,4,3,4.2,3
P00594,44,Female,White,Master,Liberal,1,2,5,2.7,2
P00595,52,Male,Black,Bachelor,Conservative,1,1,2,3.4,1
P00596,33,Male,White,High School,Conservative,2,4,5,3.0,2
P00597,36,Male,White,High School,Liberal,3,1,1,1.5,3
P00598,28,Male,White,High School,Moderate,5,5,3,3.6,3
P00599,34,Female,White,High School,Conservative,4,1,5,4.2,4
P00600,44,Male,White,Bachelor,Liberal,2,5,3,2.7,3
P00601,49,Male,Hispanic,High School,Moderate,3,3,3,3.6,1
P00602,28,Female,White,High School,Liberal,5,5,2,2.1,2
P00603,50,Female,White,Master,Conservative,3,3,5,3.9,5
P00604,56,Male,White,Bachelor,Conservative,5,5,3,3.0,2
P00605,44,Female,White,Master,Liberal,1,5,4,3.0,4
P00606,62,Female,White,High School,Conservative,5,2,3,3.5,5
P00607,30,Female,White,High School,Conservative,1,2,3,4.5,5
P00608,25,Male,Hispanic,Bachelor,Liberal,4,1,5,3.5,3
P00609,18,Female,Hispanic,High School,Moderate,2,2,4,1.9,4
P00610,57,Female,Hispanic,High School,Liberal,1,3,3,2.3,4
P00611,47,Male,White,Master,Conservative,3,2,5,2.9,3
P00612,39,Male,White,PhD,Moderate,5,1,5,3.5,1
P00613,43,Female,White,High School,Moderate,3,4,3,1.8,3
P00614,26,Male,Black,High School,Moderate,1,3,1,3.3,4
P00615,69,Female,Other,Not Applicable,Moderate,3,4,1,3.9,5
P00616,41,Male,White,High School,Conservative,5,3,2,2.5,1
P00617,41,Male,White,Bachelor,Moderate,2,1,1,5.0,4
P00618,48,Male,Black,Not Applicable,Conservative,3,2,1,2.3,4
P00619,45,Female,Hispanic,Not Applicable,Moderate,4,4,5,3.2,3
P00620,42,Male,Hispanic,Bachelor,Liberal,5,4,5,1.0,2
P00621,30,Female,Black,High School,Conservative,5,2,3,2.7,4
P00622,45,Female,Hispanic,High School,Moderate,4,1,3,2.9,2
P00623,62,Female,White,Master,Moderate,1,2,5,2.6,1
P00624,56,Female,Hispanic,PhD,Conservative,4,5,3,2.3,5
P00625,59,Female,Hispanic,Bachelor,Liberal,1,5,5,2.5,2
P00626,33,Male,Hispanic,Master,Moderate,2,5,1,3.6,2
P00627,28,Female,White,Master,Liberal,1,4,3,1.1,2
P00628,38,Female,White,Bachelor,Moderate,2,4,1,1.1,2
P00629,40,Male,White,Master,Conservative,2,1,2,2.5,2
P00630,53,Male,White,Bachelor,Conservative,4,3,3,2.9,1
P00631,19,Female,Hispanic,Bachelor,Moderate,2,2,5,2.2,4
P00632,58,Male,White,High School,Conservative,1,3,5,3.1,5
P00633,38,Female,White,Master,Conservative,3,4,2,3.6,4
P00634,34,Male,Asian,Bachelor,Moderate,5,2,5,4.0,1
P00635,27,Male,White,High School,Liberal,5,4,1,4.3,1
P00636,20,Female,White,Master,Moderate,1,1,5,1.7,2
P00637,49,Male,White,Bachelor,Conservative,3,2,2,2.2,1
P00638,40,Male,Black,PhD,Conservative,2,4,4,2.1,1
P00639,24,Female,White,High School,Moderate,1,5,4,4.0,2
P00640,24,Male,Hispanic,Bachelor,Conservative,2,5,1,2.4,1
P00641,35,Female,White,High School,Liberal,4,4,4,3.3,1
P00642,60,Female,Hispanic,PhD,Liberal,3,3,5,1.6,1
P00643,36,Female,White,High School,Conservative,5,1,2,2.4,3
P00644,21,Male,White,Bachelor,Liberal,1,1,1,2.1,4
P00645,37,Male,White,Master,Liberal,5,4,4,3.7,3
P00646,36,Female,White,High School,Moderate,2,1,5,1.8,4
P00647,18,Female,White,Not Applicable,Moderate,2,2,5,4.8,2
P00648,39,Female,White,Master,Moderate,4,1,3,3.2,2
P00649,37,Female,White,High School,Liberal,2,5,3,2.3,4
P00650,48,Male,White,High School,Conservative,2,4,2,3.3,4
P00651,62,Male,White,High School,Conservative,5,2,1,2.2,5
P00652,53,Male,White,High School,Liberal,5,1,4,1.9,4
P00653,36,Male,Asian,Master,Moderate,1,5,4,3.7,4
P00654,26,Male,Hispanic,Not Applicable,Conservative,1,3,5,4.4,2
P00655,70,Female,White,High School,Moderate,2,1,4,3.4,2
P00656,40,Male,White,Bachelor,Liberal,3,5,2,1.8,1
P00657,40,Male,Hispanic,Bachelor,Moderate,1,5,3,2.2,1
P00658,39,Male,White,High School,Liberal,2,5,5,4.5,2
P00659,42,Female,Other,High School,Liberal,5,5,1,3.8,1
P00660,38,Female,White,High School,Moderate,4,3,5,1.9,3
P00661,33,Female,Hispanic,Bachelor,Moderate,5,4,4,2.3,3
P00662,33,Female,White,Bachelor,Conservative,5,5,2,3.2,1
P00663,39,Male,Hispanic,Bachelor,Conservative,4,4,1,2.9,1
P00664,33,Female,White,High School,Liberal,5,3,5,5.0,4
P00665,31,Male,Black,Master,Conservative,1,3,4,2.3,4
P00666,41,Male,White,Bachelor,Liberal,5,2,5,3.6,3
P00667,36,Female,White,Master,Moderate,4,2,1,3.3,3
P00668,58,Female,Asian,Bachelor,Conservative,2,5,4,1.3,4
P00669,18,Male,White,PhD,Moderate,2,4,3,1.0,4
P00670,53,Male,Hispanic,Master,Moderate,2,3,1,2.6,4
P00671,54,Female,White,Bachelor,Moderate,4,1,3,3.4,1
P00672,18,Male,Hispanic,Bachelor,Conservative,4,2,3,4.6,2
P00673,35,Male,White,PhD,Moderate,1,2,4,2.2,3
P00674,35,Male,Other,Master,Conservative,4,1,5,3.5,5
P00675,23,Male,Hispanic,PhD,Conservative,2,4,5,2.7,4
P00676,30,Female,White,Master,Conservative,4,4,2,4.7,1
P00677,26,Male,Hispanic,Bachelor,Moderate,3,4,1,3.0,3
P00678,61,Male,Hispanic,High School,Liberal,5,5,1,2.6,4
P00679,51,Female,White,High School,Liberal,1,5,4,3.2,1
P00680,55,Female,Black,Not Applicable,Moderate,2,1,4,3.2,3
P00681,48,Male,White,High School,Conservative,2,3,2,4.4,3
P00682,26,Male,Hispanic,High School,Moderate,3,1,2,3.0,5
P00683,33,Male,White,Bachelor,Conservative,1,3,3,3.4,5
P00684,45,Female,White,Master,Liberal,5,1,2,1.3,3
P00685,25,Female,White,High School,Conservative,1,5,5,1.8,1
P00686,48,Female,White,High School,Moderate,1,4,3,2.6,4
P00687,37,Female,Hispanic,Bachelor,Moderate,2,2,2,3.1,4
P00688,35,Female,Other,High School,Conservative,4,1,5,2.2,3
P00689,48,Female,White,Master,Liberal,5,1,5,3.3,4
P00690,45,Female,White,High School,Liberal,1,2,3,2.5,5
P00691,35,Male,Asian,Master,Moderate,3,1,3,4.7,4
P00692,53,Other,White,Master,Moderate,2,4,5,2.8,2
P00693,27,Male,White,Bachelor,Conservative,4,2,4,3.4,5
P00694,47,Male,White,High School,Conservative,4,2,3,2.8,5
P00695,47,Female,White,Bachelor,Liberal,2,4,1,2.9,3
P00696,36,Male,White,Bachelor,Moderate,1,4,4,3.5,3
P00697,43,Female,Asian,High School,Moderate,2,2,1,3.1,4
P00698,24,Female,White,Master,Conservative,4,4,2,2.5,4
P00699,51,Male,Hispanic,Bachelor,Conservative,4,4,3,3.3,3
P00700,37,Female,White,Master,Conservative,3,4,3,2.8,1
P00701,33,Male,White,High School,Moderate,3,2,5,3.6,4
P00702,52,Male,Hispanic,High School,Liberal,4,1,3,4.1,1
P00703,31,Female,White,Not Applicable,Liberal,3,3,1,4.0,5
P00704,23,Female,White,Bachelor,Moderate,3,2,4,1.9,2
P00705,21,Female,Black,Bachelor,Conservative,3,3,2,1.0,1
P00706,47,Male,White,Bachelor,Moderate,4,4,4,5.0,4
P00707,24,Female,Hispanic,High School,Conservative,1,4,1,3.5,3
P00708,61,Male,White,Master,Moderate,1,1,2,3.4,3
P00709,18,Female,Black,High School,Conservative,5,4,5,2.3,2
P00710,60,Male,White,Bachelor,Liberal,3,3,3,1.0,2
P00711,42,Female,White,Bachelor,Liberal,1,2,3,1.0,5
P00712,38,Male,Other,PhD,Liberal,5,2,5,2.7,1
P00713,33,Male,Hispanic,Bachelor,Conservative,2,1,1,3.2,2
P00714,44,Female,White,High School,Liberal,3,3,5,4.7,5
P00715,39,Female,White,Bachelor,Conservative,1,4,1,3.2,5
P00716,53,Female,White,High School,Liberal,1,5,2,3.7,5
P00717,41,Female,Black,High School,Moderate,1,1,4,2.5,4
P00718,41,Female,Asian,High School,Conservative,5,1,4,2.5,2
P00719,35,Female,Asian,Bachelor,Moderate,2,5,5,1.5,3
P00720,39,Male,White,High School,Liberal,3,2,3,1.8,5
P00721,43,Female,Hispanic,Bachelor,Liberal,1,2,5,1.8,3
P00722,19,Male,White,PhD,Conservative,4,2,3,2.6,4
P00723,23,Female,White,Master,Moderate,3,5,5,1.3,1
P00724,48,Female,White,High School,Moderate,4,4,5,2.2,4
P00725,42,Female,Hispanic,High School,Moderate,5,4,4,3.0,4
P00726,37,Female,Hispanic,Bachelor,Liberal,1,3,3,1.0,2
P00727,40,Female,White,PhD,Liberal,3,3,4,4.5,5
P00728,44,Female,Black,High School,Moderate,3,2,3,4.8,4
P00729,33,Male,Hispanic,Master,Conservative,1,5,2,4.0,5
P00730,30,Female,White,Bachelor,Liberal,2,1,2,3.4,3
P00731,42,Male,White,Bachelor,Conservative,5,4,2,3.3,1
P00732,28,Female,Other,Not Applicable,Conservative,1,5,1,3.5,1
P00733,44,Male,Hispanic,Master,Conservative,3,3,4,3.1,3
P00734,19,Male,White,Master,Liberal,2,4,4,3.2,2
P00735,52,Male,White,High School,Liberal,3,4,2,1.3,3
P00736,45,Male,White,Bachelor,Conservative,4,5,5,3.1,3
P00737,43,Female,White,Bachelor,Liberal,3,3,4,3.5,2
P00738,51,Male,Hispanic,High School,Liberal,5,5,3,3.3,2
P00739,59,Female,White,Bachelor,Conservative,1,1,4,4.1,4
P00740,52,Male,Hispanic,High School,Liberal,3,4,4,4.5,5
P00741,18,Female,White,High School,Moderate,4,5,3,2.5,1
P00742,24,Female,White,High School,Moderate,4,5,2,1.9,2
P00743,32,Female,White,Master,Conservative,1,1,2,4.3,2
P00744,40,Female,Asian,PhD,Liberal,4,5,3,3.7,4
P00745,46,Male,White,Bachelor,Conservative,1,4,4,2.4,4
P00746,31,Female,Black,Bachelor,Moderate,5,2,4,2.8,5
P00747,42,Male,White,High School,Moderate,1,2,2,2.7,2
P00748,30,Female,White,PhD,Liberal,2,3,1,3.3,2
P00749,32,Female,White,Bachelor,Liberal,4,1,2,4.4,4
P00750,23,Male,White,Master,Moderate,4,3,3,2.1,3
P00751,28,Female,Black,Master,Moderate,3,2,1,3.3,5
P00752,23,Female,White,High School,Conservative,2,1,1,3.3,2
P00753,28,Male,Black,Bachelor,Moderate,3,5,3,1.0,1
P00754,52,Male,White,Not Applicable,Moderate,1,5,5,5.0,1
P00755,28,Male,White,High School,Moderate,5,4,2,3.2,4
P00756,71,Female,White,Bachelor,Conservative,4,2,4,4.2,1
P00757,45,Female,White,Not Applicable,Moderate,5,5,2,1.4,4
P00758,42,Male,Hispanic,High School,Liberal,1,1,3,4.9,3
P00759,29,Male,Black,Master,Conservative,1,5,4,2.6,4
P00760,48,Female,White,PhD,Moderate,2,3,5,1.0,2
P00761,33,Female,White,Master,Moderate,3,3,3,1.6,1
P00762,41,Male,Hispanic,High School,Moderate,4,3,2,1.8,2
P00763,70,Male,Asian,High School,Conservative,4,3,1,2.2,1
P00764,38,Female,Black,High School,Liberal,5,3,3,1.7,1
P00765,53,Male,White,Master,Liberal,2,4,3,3.8,4
P00766,31,Male,White,Master,Conservative,1,3,2,3.2,5
P00767,39,Female,Other,Bachelor,Liberal,2,4,5,3.5,1
P00768,61,Female,Hispanic,High School,Conservative,4,4,2,3.4,1
P00769,32,Male,White,High School,Liberal,3,5,2,2.8,5
P00770,61,Male,Hispanic,Master,Liberal,5,1,5,1.4,2
P00771,48,Male,Asian,Master,Liberal,1,3,5,1.5,1
P00772,33,Male,White,PhD,Moderate,1,1,3,1.5,4
P00773,47,Female,White,Master,Moderate,1,2,1,1.9,5
P00774,51,Male,White,Master,Liberal,3,4,2,4.7,5
P00775,47,Female,White,Master,Liberal,4,2,1,1.5,1
P00776,21,Female,Black,Bachelor,Conservative,4,4,5,4.5,2
P00777,31,Male,White,Bachelor,Moderate,2,3,5,1.9,2
P00778,37,Male,Hispanic,PhD,Conservative,2,2,2,1.6,3
P00779,39,Female,Other,Bachelor,Conservative,4,5,3,3.4,3
P00780,47,Female,White,Bachelor,Conservative,1,2,2,4.3,4
P00781,42,Female,White,High School,Conservative,3,4,3,1.4,1
P00782,23,Male,Hispanic,High School,Liberal,4,4,4,2.9,2
P00783,44,Female,Asian,Bachelor,Conservative,3,1,3,4.2,3
P00784,47,Female,Asian,High School,Conservative,5,2,2,3.9,1
P00785,46,Female,White,High School,Conservative,1,5,2,1.5,1
P00786,52,Male,White,Bachelor,Liberal,5,3,3,2.8,2
P00787,50,Female,White,High School,Conservative,4,1,1,1.4,1
P00788,45,Female,Other,Master,Conservative,2,2,3,3.4,5
P00789,39,Male,White,Bachelor,Conservative,4,1,4,3.2,3
P00790,20,Female,Hispanic,Bachelor,Liberal,5,2,4,3.6,4
P00791,45,Male,White,High School,Liberal,3,3,1,2.0,3
P00792,42,Male,Other,High School,Conservative,4,3,4,2.3,1
P00793,43,Male,Black,Bachelor,Moderate,2,5,2,4.0,5
P00794,24,Female,White,Master,Liberal,5,1,1,4.0,3
P00795,27,Male,Black,Master,Conservative,4,5,1,4.7,2
P00796,52,Male,White,High School,Liberal,5,2,1,4.4,5
P00797,39,Female,White,Bachelor,Moderate,5,3,3,1.4,3
P00798,48,Male,White,High School,Liberal,1,3,3,4.2,1
P00799,40,Female,White,Not Applicable,Liberal,3,4,1,3.0,2
P00800,40,Female,White,Not Applicable,Liberal,1,4,4,3.7,1
P00801,51,Female,Asian,Bachelor,Liberal,5,5,2,2.7,1
P00802,33,Female,Black,Bachelor,Liberal,2,1,2,2.1,2
P00803,41,Female,White,Master,Moderate,2,2,3,2.7,5
P00804,34,Male,Hispanic,Master,Conservative,1,5,5,3.1,3
P00805,34,Female,Black,Bachelor,Moderate,2,3,1,3.3,5
P00806,36,Male,Hispanic,Not Applicable,Liberal,5,3,5,4.0,2
P00807,42,Female,Black,Bachelor,Liberal,4,3,2,2.0,3
P00808,34,Male,White,Bachelor,Conservative,5,2,3,1.9,2
P00809,55,Female,White,Master,Conservative,4,5,3,1.4,4
P00810,29,Female,Black,Bachelor,Liberal,2,2,3,2.8,4
P00811,37,Female,White,Master,Liberal,3,3,3,2.1,5
P00812,34,Male,White,High School,Moderate,3,4,3,2.7,2
P00813,57,Male,White,High School,Conservative,5,5,1,3.0,3
P00814,42,Female,White,High School,Moderate,5,4,5,1.2,5
P00815,52,Female,White,Bachelor,Moderate,2,5,2,2.4,4
P00816,22,Male,White,Bachelor,Conservative,3,3,2,3.4,4
P00817,43,Female,White,Not Applicable,Conservative,3,4,3,3.1,4
P00818,50,Female,Black,Bachelor,Liberal,5,4,3,2.6,5
P00819,40,Male,White,Master,Conservative,3,5,3,3.0,3
P00820,52,Female,White,High School,Liberal,5,4,4,2.7,4
P00821,33,Female,White,Master,Conservative,1,4,2,2.0,5
P00822,56,Male,White,Bachelor,Moderate,3,3,3,1.8,5
P00823,67,Male,White,Bachelor,Moderate,4,5,5,5.0,1
P00824,35,Female,White,High School,Moderate,2,5,4,3.6,1
P00825,34,Female,White,Bachelor,Liberal,5,1,1,4.1,3
P00826,57,Male,Black,Bachelor,Liberal,3,5,4,3.6,4
