participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality,community_id
P00247,34,Female,Hispanic,Bachelor,Liberal,1,5,4,1.9,4,Control,Control,1,3,0.010002222716159146,2
P00248,32,Male,Black,Master,Moderate,5,3,1,1.0,5,Control,Control,0,3,0.00955767948432985,1
P00249,61,Female,Black,High School,Liberal,5,2,4,3.1,4,Ad_Emotion,Ad_Emotion,1,2,0.009335407868415203,1
P00250,44,Male,Black,Master,Liberal,2,3,5,4.4,2,Control,Control,0,3,0.011335852411647033,1
P00251,24,Male,White,High School,Moderate,2,3,1,2.8,1,Control,Control,1,4,0.007779506557012669,0
P00252,51,Male,White,High School,Moderate,5,3,3,2.0,5,Control,Control,1,2,0.009779951100244499,0
P00253,65,Male,Asian,High School,Moderate,2,3,2,4.4,5,Control,Control,1,2,0.007779506557012669,0
P00255,21,Male,White,High School,Moderate,3,1,4,2.2,1,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,2
P00256,34,Male,Hispanic,Master,Liberal,5,3,5,3.3,5,Control,Control,0,2,0.008224049788841965,1
P00257,55,Male,White,Bachelor,Moderate,5,2,3,4.1,4,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,1
P00258,31,Female,White,Bachelor,Moderate,1,2,2,2.1,1,Ad_Reason,Ad_Reason,0,2,0.01066903756390309,2
P00259,45,Female,Hispanic,Bachelor,Moderate,2,2,2,3.1,2,Control,Control,1,3,0.009113136252500556,0
P00260,49,Male,Hispanic,High School,Conservative,5,1,5,2.6,5,Ad_Reason,Ad_Reason,0,3,0.00955767948432985,2
P00261,28,Male,White,High School,Conservative,5,1,1,1.8,2,Ad_Reason,Ad_Reason,1,3,0.008446321404756612,1
P00262,39,Male,White,Bachelor,Conservative,4,2,3,3.2,5,Ad_Emotion,Ad_Emotion,0,4,0.01155812402756168,2
P00264,27,Female,Black,Master,Conservative,3,1,2,3.0,3,Control,Control,0,5,0.012002667259390976,1
P00265,36,Female,White,Bachelor,Conservative,4,1,4,2.2,4,Ad_Emotion,Ad_Emotion,1,4,0.01355856857079351,0
P00266,25,Female,Hispanic,Master,Conservative,3,4,3,5.0,2,Ad_Emotion,Ad_Emotion,1,2,0.008446321404756612,0
P00267,59,Male,Hispanic,Bachelor,Conservative,1,3,2,2.5,1,Control,Control,0,2,0.011335852411647033,1
P00268,22,Female,Hispanic,Not Applicable,Liberal,5,1,4,3.6,2,Control,Control,1,3,0.008224049788841965,0
P00269,34,Female,White,High School,Liberal,4,2,1,3.8,3,Ad_Emotion,Ad_Emotion,0,3,0.00955767948432985,1
P00270,41,Male,Asian,Bachelor,Conservative,3,2,1,1.0,5,Ad_Reason,Ad_Reason,0,5,0.009779951100244499,2
P00271,57,Male,White,Bachelor,Moderate,2,4,2,3.8,5,Ad_Reason,Ad_Reason,0,3,0.011113580795732384,1
P00272,22,Female,White,Not Applicable,Conservative,1,2,2,3.0,2,Ad_Emotion,Ad_Emotion,1,4,0.010446765947988441,2
P00273,53,Female,White,High School,Liberal,1,5,1,2.7,1,Ad_Reason,Ad_Reason,0,3,0.008224049788841965,2
P00274,40,Male,White,Bachelor,Liberal,5,2,2,2.9,5,Ad_Emotion,Ad_Emotion,0,4,0.009335407868415203,0
P00275,28,Female,Hispanic,High School,Conservative,5,4,5,3.6,5,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,2
P00276,45,Female,White,Bachelor,Conservative,3,4,3,1.0,3,Ad_Reason,Ad_Reason,1,5,0.009779951100244499,1
P00277,42,Male,White,High School,Liberal,3,4,5,3.0,3,Control,Control,1,4,0.010224494332073794,0
P00278,32,Male,Hispanic,High School,Conservative,1,5,4,3.4,1,Control,Control,0,3,0.008001778172927318,1
P00279,40,Male,White,Bachelor,Conservative,3,1,2,5.0,5,Ad_Reason,Ad_Reason,0,4,0.008890864636585907,1
P00280,35,Female,Asian,High School,Liberal,5,3,2,1.6,4,Ad_Reason,Ad_Reason,0,4,0.008001778172927318,0
P00281,41,Male,White,High School,Liberal,1,2,4,3.4,2,Control,Control,0,4,0.008890864636585907,1
P00282,47,Male,White,High School,Liberal,1,1,3,2.5,5,Control,Control,1,2,0.010446765947988441,1
P00283,59,Female,Hispanic,High School,Liberal,2,4,1,3.5,2,Control,Control,1,3,0.008446321404756612,2
P00284,25,Female,White,Not Applicable,Moderate,2,1,5,3.9,5,Ad_Emotion,Ad_Emotion,1,4,0.011780395643476329,0
P00285,65,Male,White,Bachelor,Liberal,3,1,3,2.3,3,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,1
P00286,18,Male,White,Master,Liberal,3,5,1,5.0,1,Control,Control,1,4,0.00955767948432985,1
P00287,38,Female,White,Bachelor,Conservative,5,4,1,4.3,4,Ad_Reason,Ad_Reason,1,2,0.00866859302067126,2
P00288,47,Female,White,PhD,Moderate,5,4,2,3.8,3,Ad_Emotion,Ad_Emotion,0,3,0.010891309179817737,2
P00289,43,Female,White,Bachelor,Moderate,2,2,4,2.6,1,Ad_Emotion,Ad_Emotion,1,5,0.008001778172927318,1
P00290,32,Male,White,Bachelor,Liberal,1,2,2,2.4,3,Control,Control,0,1,0.01066903756390309,0
P00291,37,Female,Asian,Bachelor,Conservative,4,2,4,3.4,2,Ad_Emotion,Ad_Emotion,1,3,0.0064458768615247835,0
P00292,34,Female,White,Master,Conservative,4,2,2,2.6,5,Ad_Reason,Ad_Reason,1,3,0.014003111802622805,3
P00293,32,Female,White,Bachelor,Moderate,3,1,5,2.5,3,Control,Control,0,3,0.00955767948432985,0
P00294,50,Female,White,High School,Conservative,4,1,2,4.9,1,Ad_Reason,Ad_Reason,1,3,0.013114025338964214,0
P00295,44,Male,Hispanic,High School,Conservative,4,2,5,3.5,5,Ad_Reason,Ad_Reason,0,5,0.010891309179817737,1
P00296,31,Male,Hispanic,Bachelor,Conservative,2,2,3,3.8,2,Ad_Emotion,Ad_Emotion,1,2,0.01155812402756168,1
P00297,50,Female,Black,Bachelor,Conservative,1,2,3,4.9,2,Ad_Emotion,Ad_Emotion,0,3,0.009335407868415203,1
P00298,43,Female,Hispanic,High School,Liberal,5,3,2,3.1,4,Ad_Emotion,Ad_Emotion,0,3,0.01066903756390309,2
P00299,49,Female,White,Bachelor,Liberal,2,2,3,2.4,5,Ad_Emotion,Ad_Emotion,0,4,0.007779506557012669,0
P00300,47,Male,White,Bachelor,Liberal,5,3,1,1.9,2,Ad_Emotion,Ad_Emotion,1,5,0.00955767948432985,0
P00301,30,Female,Black,Master,Liberal,2,2,5,4.4,3,Control,Control,0,3,0.009113136252500556,1
P00303,48,Male,White,High School,Conservative,4,5,5,1.0,2,Ad_Reason,Ad_Reason,1,3,0.012669482107134918,2
P00304,47,Male,White,Master,Liberal,5,1,2,1.0,2,Ad_Reason,Ad_Reason,0,3,0.010002222716159146,2
P00305,39,Female,Other,Bachelor,Conservative,2,4,3,1.5,4,Ad_Reason,Ad_Reason,0,4,0.010446765947988441,2
P00306,41,Female,Hispanic,High School,Moderate,4,5,3,2.6,1,Ad_Emotion,Ad_Emotion,1,5,0.007557234941098022,0
P00307,55,Female,White,Master,Liberal,3,3,1,2.8,2,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,0
P00308,32,Female,Black,Bachelor,Moderate,5,1,3,3.5,1,Control,Control,0,2,0.01066903756390309,0
P00309,46,Male,White,Bachelor,Liberal,2,3,2,1.9,5,Control,Control,1,2,0.011335852411647033,2
P00310,37,Male,White,Not Applicable,Conservative,3,3,2,3.2,1,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,0
P00311,37,Female,White,Not Applicable,Conservative,4,1,4,3.9,5,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,1
P00312,53,Female,White,High School,Liberal,2,5,5,2.9,4,Control,Control,1,4,0.008446321404756612,2
P00313,49,Female,White,High School,Conservative,4,1,5,2.5,5,Control,Control,1,3,0.011113580795732384,1
P00314,49,Female,Hispanic,High School,Conservative,4,2,5,2.1,5,Ad_Emotion,Ad_Emotion,1,5,0.009779951100244499,0
P00315,55,Male,White,High School,Liberal,4,3,4,4.1,3,Control,Control,1,3,0.008224049788841965,2
P00316,40,Female,White,High School,Moderate,5,2,4,1.6,4,Ad_Emotion,Ad_Emotion,1,3,0.008446321404756612,0
P00317,48,Male,White,Bachelor,Moderate,3,1,4,4.6,2,Ad_Emotion,Ad_Emotion,0,4,0.010002222716159146,1
P00318,36,Male,White,Not Applicable,Liberal,3,1,1,3.0,4,Ad_Emotion,Ad_Emotion,1,4,0.009335407868415203,3
P00319,43,Male,Hispanic,Master,Conservative,1,5,4,2.0,3,Ad_Emotion,Ad_Emotion,1,5,0.00955767948432985,1
P00320,38,Male,Black,Bachelor,Liberal,2,3,3,3.8,5,Ad_Emotion,Ad_Emotion,0,4,0.007779506557012669,0
P00321,41,Male,Hispanic,Bachelor,Moderate,4,4,1,3.5,4,Ad_Reason,Ad_Reason,0,4,0.009113136252500556,1
P00322,47,Male,Other,High School,Liberal,2,1,3,3.4,3,Control,Control,1,1,0.00955767948432985,1
P00323,30,Male,White,High School,Conservative,3,4,5,3.7,2,Ad_Emotion,Ad_Emotion,1,2,0.011335852411647033,0
P00324,65,Male,White,High School,Conservative,3,3,2,3.2,5,Control,Control,0,3,0.012224938875305623,0
P00325,27,Female,Hispanic,Master,Liberal,4,2,5,3.5,4,Control,Control,1,5,0.011113580795732384,0
P00326,25,Male,Other,High School,Liberal,5,3,4,4.4,4,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441,1
P00327,53,Male,Black,Master,Liberal,4,5,2,3.2,5,Ad_Reason,Ad_Reason,0,2,0.010891309179817737,2
P00328,49,Female,Hispanic,Bachelor,Conservative,4,4,5,3.8,4,Ad_Emotion,Ad_Emotion,1,5,0.00955767948432985,1
P00329,47,Female,Asian,High School,Liberal,1,4,1,1.0,5,Ad_Reason,Ad_Reason,0,4,0.011335852411647033,1
P00330,47,Female,White,High School,Conservative,5,2,4,3.3,3,Control,Control,0,4,0.00955767948432985,0
P00331,39,Male,White,Bachelor,Conservative,2,2,5,5.0,5,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,2
P00332,29,Female,Hispanic,PhD,Moderate,5,1,2,1.2,2,Ad_Reason,Ad_Reason,0,4,0.010002222716159146,1
P00333,40,Male,Black,Master,Liberal,4,3,3,5.0,5,Ad_Reason,Ad_Reason,0,3,0.010002222716159146,2
P00334,31,Male,White,High School,Liberal,4,5,5,3.7,4,Control,Control,1,2,0.0064458768615247835,0
P00335,51,Male,White,Bachelor,Moderate,4,1,1,1.3,5,Control,Control,1,4,0.009335407868415203,1
P00337,30,Male,White,Not Applicable,Moderate,4,2,5,3.4,5,Ad_Reason,Ad_Reason,0,4,0.007112691709268726,1
P00339,44,Male,White,Bachelor,Liberal,4,2,4,2.6,2,Ad_Reason,Ad_Reason,1,3,0.012002667259390976,1
P00340,33,Female,White,Bachelor,Conservative,3,2,4,3.7,4,Ad_Emotion,Ad_Emotion,0,4,0.010224494332073794,2
P00341,30,Female,White,Bachelor,Liberal,3,4,4,4.4,4,Ad_Reason,Ad_Reason,1,2,0.010446765947988441,0
P00342,42,Male,Black,High School,Moderate,1,3,2,3.9,5,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033,0
P00343,42,Female,White,High School,Conservative,2,1,3,4.2,1,Control,Control,0,2,0.010224494332073794,0
P00344,33,Female,White,Bachelor,Liberal,3,4,3,2.6,3,Ad_Reason,Ad_Reason,1,2,0.008224049788841965,2
P00345,34,Female,White,PhD,Conservative,1,3,5,3.7,5,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,0
P00346,42,Male,White,Bachelor,Conservative,5,3,4,5.0,3,Ad_Reason,Ad_Reason,1,5,0.009335407868415203,2
P00347,22,Female,White,High School,Moderate,2,3,2,1.9,2,Ad_Reason,Ad_Reason,1,4,0.007557234941098022,1
P00348,23,Male,White,Master,Liberal,4,5,4,3.4,4,Ad_Emotion,Ad_Emotion,0,5,0.008001778172927318,1
P00349,31,Female,Hispanic,High School,Liberal,4,4,4,1.9,1,Ad_Reason,Ad_Reason,0,3,0.01066903756390309,0
P00350,37,Male,White,High School,Liberal,5,1,5,4.3,4,Control,Control,1,4,0.010224494332073794,0
P00351,43,Male,White,High School,Liberal,2,4,5,1.0,2,Control,Control,1,2,0.009779951100244499,1
P00352,57,Male,Black,Bachelor,Conservative,3,2,5,2.4,5,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,1
P00353,50,Female,White,Bachelor,Moderate,2,3,1,5.0,2,Control,Control,0,4,0.01355856857079351,2
P00354,38,Male,Black,Bachelor,Liberal,1,2,1,2.5,1,Ad_Reason,Ad_Reason,0,3,0.007112691709268726,1
P00355,39,Female,White,Master,Conservative,5,4,2,2.9,5,Ad_Reason,Ad_Reason,1,2,0.010224494332073794,0
P00356,27,Male,White,High School,Conservative,3,1,2,4.2,5,Control,Control,1,2,0.010002222716159146,1
P00357,39,Female,Asian,Master,Liberal,2,2,5,2.9,1,Ad_Reason,Ad_Reason,1,4,0.010002222716159146,2
P00358,36,Female,Hispanic,High School,Liberal,2,2,3,1.0,4,Control,Control,1,4,0.00955767948432985,0
P00359,43,Female,White,Master,Liberal,3,5,2,1.9,5,Ad_Emotion,Ad_Emotion,1,5,0.009779951100244499,3
P00360,30,Female,White,Bachelor,Conservative,1,4,1,4.3,4,Ad_Reason,Ad_Reason,0,3,0.01066903756390309,2
P00361,46,Female,White,Bachelor,Moderate,1,2,1,4.5,3,Ad_Emotion,Ad_Emotion,0,4,0.010002222716159146,1
P00362,58,Male,Hispanic,Bachelor,Conservative,2,4,4,1.0,1,Control,Control,1,5,0.00955767948432985,0
P00363,38,Female,Hispanic,Bachelor,Liberal,4,1,5,2.1,3,Ad_Emotion,Ad_Emotion,1,3,0.008890864636585907,1
P00364,44,Male,White,High School,Conservative,3,2,3,2.3,5,Ad_Emotion,Ad_Emotion,1,5,0.010002222716159146,0
P00365,48,Female,White,Master,Liberal,1,1,5,2.6,1,Control,Control,0,2,0.009335407868415203,0
P00366,35,Female,White,High School,Conservative,1,2,1,2.1,5,Ad_Emotion,Ad_Emotion,0,4,0.010224494332073794,1
P00367,42,Male,White,High School,Conservative,1,3,3,3.1,1,Ad_Emotion,Ad_Emotion,1,3,0.011113580795732384,0
P00368,40,Male,White,Bachelor,Liberal,5,5,2,2.4,4,Control,Control,0,3,0.010891309179817737,2
P00369,41,Male,White,Master,Conservative,4,5,4,2.6,2,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126,0
P00370,30,Female,Black,High School,Conservative,1,5,1,1.9,2,Control,Control,0,4,0.01066903756390309,0
P00371,40,Female,Hispanic,PhD,Conservative,4,1,4,3.8,1,Ad_Emotion,Ad_Emotion,0,1,0.01155812402756168,0
P00372,45,Female,Other,Not Applicable,Liberal,2,4,5,1.6,3,Control,Control,0,2,0.009335407868415203,1
P00373,57,Female,White,Bachelor,Moderate,2,5,3,3.4,1,Control,Control,1,2,0.010224494332073794,2
P00374,51,Female,White,Bachelor,Conservative,5,2,5,4.0,4,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612,1
P00375,65,Male,Hispanic,Master,Conservative,4,2,4,5.0,3,Ad_Emotion,Ad_Emotion,0,4,0.008224049788841965,3
P00376,30,Male,White,High School,Liberal,3,3,1,3.5,1,Ad_Emotion,Ad_Emotion,1,2,0.01155812402756168,0
P00377,50,Female,Black,Bachelor,Conservative,5,1,4,3.2,1,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,0
P00378,42,Female,White,PhD,Liberal,1,2,1,1.3,5,Ad_Reason,Ad_Reason,1,2,0.00955767948432985,1
P00379,66,Female,White,Not Applicable,Conservative,2,2,4,4.5,4,Ad_Reason,Ad_Reason,0,3,0.010002222716159146,0
P00381,29,Male,White,High School,Liberal,3,3,4,3.3,2,Ad_Emotion,Ad_Emotion,0,4,0.009113136252500556,0
P00382,32,Male,Black,High School,Moderate,5,4,2,3.4,5,Control,Control,1,2,0.008890864636585907,1
P00383,18,Male,White,High School,Moderate,4,4,5,3.1,3,Ad_Reason,Ad_Reason,1,3,0.011335852411647033,2
P00384,33,Male,White,Bachelor,Moderate,2,4,4,3.0,2,Ad_Emotion,Ad_Emotion,0,5,0.00955767948432985,1
P00385,30,Female,White,High School,Moderate,1,2,4,2.6,4,Control,Control,0,5,0.008446321404756612,3
P00386,41,Male,Hispanic,High School,Liberal,3,3,3,3.7,1,Ad_Emotion,Ad_Emotion,0,5,0.008890864636585907,2
P00387,44,Female,White,Bachelor,Liberal,3,1,5,1.5,5,Control,Control,0,3,0.01066903756390309,2
P00388,62,Male,White,Master,Conservative,3,4,3,1.5,4,Ad_Emotion,Ad_Emotion,0,3,0.009779951100244499,4
P00389,51,Female,White,Master,Liberal,1,5,5,2.2,4,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,2
P00390,33,Male,White,Master,Moderate,3,2,1,4.2,5,Ad_Reason,Ad_Reason,0,2,0.010002222716159146,2
P00391,29,Male,White,High School,Moderate,4,1,5,3.4,4,Ad_Emotion,Ad_Emotion,1,4,0.008001778172927318,2
P00393,24,Female,White,Master,Conservative,5,4,4,2.2,5,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,2
P00394,61,Female,White,Bachelor,Liberal,5,2,2,2.9,4,Ad_Reason,Ad_Reason,1,2,0.009335407868415203,1
P00395,54,Male,Black,Bachelor,Conservative,4,4,5,3.4,4,Ad_Reason,Ad_Reason,1,2,0.008890864636585907,2
P00397,19,Female,White,High School,Moderate,5,4,2,5.0,1,Ad_Emotion,Ad_Emotion,1,3,0.011113580795732384,1
P00398,56,Male,White,Bachelor,Conservative,3,3,5,2.9,3,Control,Control,0,4,0.01066903756390309,0
P00399,38,Male,White,Master,Moderate,4,3,2,5.0,5,Control,Control,1,3,0.011335852411647033,1
P00400,54,Female,Black,PhD,Moderate,2,3,1,3.1,1,Control,Control,1,3,0.010002222716159146,2
P00401,20,Female,Black,Bachelor,Liberal,1,3,2,3.3,4,Ad_Emotion,Ad_Emotion,1,5,0.01155812402756168,2
P00402,32,Male,Black,Bachelor,Moderate,1,3,1,4.0,2,Ad_Emotion,Ad_Emotion,0,4,0.012002667259390976,0
P00403,40,Male,Black,Master,Liberal,4,5,2,4.1,4,Control,Control,1,4,0.015114469882196044,0
P00404,40,Female,White,Bachelor,Liberal,2,2,2,4.6,4,Control,Control,0,4,0.010002222716159146,3
P00405,34,Male,White,Bachelor,Liberal,1,3,3,1.7,1,Ad_Emotion,Ad_Emotion,1,5,0.010446765947988441,1
P00406,47,Male,White,PhD,Liberal,5,5,3,3.1,5,Control,Control,1,3,0.012224938875305623,0
P00407,27,Female,White,Master,Liberal,2,5,4,4.3,3,Ad_Reason,Ad_Reason,0,1,0.008890864636585907,1
P00408,38,Female,Other,PhD,Moderate,3,2,2,1.9,3,Ad_Emotion,Ad_Emotion,0,4,0.008890864636585907,2
P00409,41,Male,Hispanic,High School,Liberal,5,2,1,1.1,5,Control,Control,0,2,0.008446321404756612,1
P00410,46,Other,White,Bachelor,Conservative,2,4,2,1.5,5,Ad_Emotion,Ad_Emotion,1,1,0.008446321404756612,1
P00411,48,Female,White,Master,Liberal,4,4,5,2.9,2,Ad_Reason,Ad_Reason,0,4,0.00955767948432985,0
P00412,26,Male,White,High School,Moderate,1,3,1,5.0,5,Ad_Emotion,Ad_Emotion,1,4,0.007557234941098022,2
P00414,55,Male,White,High School,Liberal,4,4,4,1.8,5,Ad_Emotion,Ad_Emotion,0,4,0.00866859302067126,2
P00415,43,Male,White,Master,Liberal,2,1,5,2.5,2,Ad_Emotion,Ad_Emotion,0,3,0.011113580795732384,2
P00416,31,Female,Hispanic,Bachelor,Moderate,3,4,4,2.0,5,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,1
P00417,58,Male,Asian,High School,Conservative,1,5,4,1.8,5,Ad_Emotion,Ad_Emotion,0,5,0.00955767948432985,0
P00419,54,Male,White,Bachelor,Liberal,5,5,5,2.5,4,Control,Control,0,2,0.008224049788841965,0
P00420,40,Male,White,Bachelor,Liberal,4,1,4,5.0,4,Ad_Emotion,Ad_Emotion,1,5,0.010446765947988441,2
P00421,64,Female,Hispanic,Bachelor,Conservative,2,3,4,3.6,2,Control,Control,0,3,0.010446765947988441,0
P00422,61,Female,Hispanic,PhD,Conservative,2,4,3,4.2,1,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,2
P00423,37,Other,Hispanic,Bachelor,Liberal,4,4,2,2.4,3,Ad_Reason,Ad_Reason,1,4,0.008224049788841965,1
P00424,51,Male,White,Bachelor,Liberal,1,1,4,2.2,5,Ad_Reason,Ad_Reason,0,4,0.01155812402756168,2
P00425,47,Male,Black,High School,Conservative,4,5,1,3.5,3,Ad_Reason,Ad_Reason,1,2,0.011335852411647033,0
P00426,56,Male,White,PhD,Liberal,2,3,1,3.1,1,Control,Control,0,3,0.009113136252500556,2
P00427,28,Male,White,High School,Moderate,4,4,3,2.9,3,Ad_Emotion,Ad_Emotion,1,3,0.008446321404756612,2
P00428,48,Male,White,Bachelor,Liberal,1,3,5,4.7,1,Ad_Reason,Ad_Reason,1,3,0.009779951100244499,1
P00429,52,Female,White,Master,Moderate,5,3,5,2.2,1,Ad_Emotion,Ad_Emotion,1,3,0.013780840186708157,1
P00430,18,Female,Black,High School,Conservative,1,2,5,2.1,1,Control,Control,1,3,0.0144476550344521,1
P00431,25,Female,White,Bachelor,Conservative,3,3,4,3.9,1,Control,Control,1,3,0.009779951100244499,2
P00432,18,Male,White,High School,Conservative,3,2,5,3.7,1,Control,Control,1,3,0.011113580795732384,2
P00433,36,Female,White,Master,Moderate,4,1,5,2.0,5,Ad_Reason,Ad_Reason,1,3,0.008890864636585907,0
P00434,48,Male,White,Bachelor,Moderate,1,5,2,3.1,3,Ad_Emotion,Ad_Emotion,1,3,0.012669482107134918,0
P00435,58,Male,White,Master,Liberal,1,2,4,1.2,4,Ad_Emotion,Ad_Emotion,1,4,0.012224938875305623,2
P00436,40,Female,White,PhD,Conservative,2,3,4,3.3,4,Ad_Emotion,Ad_Emotion,0,3,0.00955767948432985,0
P00437,59,Female,White,Bachelor,Conservative,5,5,1,2.5,5,Control,Control,1,3,0.009779951100244499,0
P00438,23,Male,White,Master,Moderate,1,3,1,2.8,2,Ad_Reason,Ad_Reason,0,5,0.014892198266281395,0
P00439,19,Male,Other,Bachelor,Liberal,4,3,2,1.9,1,Control,Control,0,4,0.009779951100244499,0
P00440,39,Male,White,Bachelor,Moderate,2,2,3,4.2,3,Control,Control,0,2,0.008446321404756612,1
P00441,44,Female,White,Bachelor,Conservative,2,1,4,3.3,1,Ad_Emotion,Ad_Emotion,1,4,0.012002667259390976,0
P00442,39,Male,White,PhD,Moderate,4,3,1,4.0,1,Control,Control,0,4,0.009335407868415203,0
P00443,18,Other,Hispanic,Bachelor,Liberal,4,2,5,2.9,4,Ad_Emotion,Ad_Emotion,0,3,0.010002222716159146,0
P00444,38,Male,Black,High School,Liberal,1,3,4,4.2,1,Ad_Reason,Ad_Reason,1,4,0.005112247166036897,0
P00445,24,Male,White,Bachelor,Liberal,1,5,4,1.1,3,Ad_Emotion,Ad_Emotion,0,5,0.008224049788841965,1
P00446,48,Female,White,Bachelor,Conservative,2,1,4,3.0,3,Ad_Reason,Ad_Reason,0,2,0.010446765947988441,1
P00447,44,Female,Black,High School,Conservative,2,3,1,4.2,4,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737,1
P00448,28,Male,Black,Bachelor,Conservative,5,1,2,1.0,5,Control,Control,1,4,0.01066903756390309,1
P00449,33,Female,Black,Bachelor,Conservative,2,1,1,3.1,4,Control,Control,1,3,0.00955767948432985,0
P00450,27,Female,Hispanic,Bachelor,Moderate,4,5,5,3.6,4,Ad_Reason,Ad_Reason,1,4,0.008446321404756612,0
P00451,39,Female,Hispanic,High School,Moderate,4,5,5,2.6,1,Ad_Reason,Ad_Reason,1,4,0.008890864636585907,1
P00452,51,Female,White,Bachelor,Moderate,5,4,3,4.0,2,Ad_Reason,Ad_Reason,1,5,0.00955767948432985,2
P00453,28,Female,White,Master,Conservative,3,1,1,4.0,5,Ad_Emotion,Ad_Emotion,1,5,0.008446321404756612,0
P00454,46,Female,Black,Not Applicable,Moderate,3,3,1,2.4,5,Ad_Emotion,Ad_Emotion,0,3,0.01066903756390309,0
P00455,33,Female,Hispanic,Bachelor,Moderate,4,5,3,2.6,5,Ad_Reason,Ad_Reason,1,4,0.008446321404756612,1
P00456,30,Male,White,High School,Liberal,3,3,3,1.8,1,Control,Control,0,3,0.011113580795732384,0
P00457,38,Male,Other,Not Applicable,Liberal,3,1,4,3.3,4,Ad_Emotion,Ad_Emotion,0,3,0.010002222716159146,0
P00458,27,Male,White,Bachelor,Conservative,5,5,4,3.2,1,Ad_Emotion,Ad_Emotion,0,5,0.010891309179817737,2
P00459,33,Male,White,High School,Conservative,2,4,5,3.0,3,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737,0
P00460,25,Male,Hispanic,High School,Moderate,2,1,2,3.1,2,Ad_Reason,Ad_Reason,1,3,0.007334963325183374,0
P00461,63,Female,White,High School,Liberal,3,3,5,2.1,2,Ad_Reason,Ad_Reason,1,2,0.008890864636585907,1
P00462,40,Male,White,High School,Conservative,1,4,1,1.6,1,Ad_Reason,Ad_Reason,1,4,0.007779506557012669,0
P00463,31,Male,White,High School,Conservative,5,1,2,3.4,4,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,0
P00464,42,Female,White,PhD,Moderate,3,5,4,2.8,5,Ad_Reason,Ad_Reason,0,2,0.01066903756390309,0
P00465,38,Male,White,Bachelor,Moderate,1,1,3,2.0,3,Control,Control,1,4,0.008890864636585907,1
P00466,37,Male,White,Bachelor,Moderate,1,2,3,2.3,3,Control,Control,1,3,0.009335407868415203,0
P00468,49,Male,Other,Master,Conservative,2,5,1,3.9,4,Ad_Emotion,Ad_Emotion,1,4,0.012224938875305623,0
P00469,33,Male,Other,Master,Liberal,4,5,1,3.7,5,Ad_Reason,Ad_Reason,0,3,0.010224494332073794,0
P00470,33,Female,White,Not Applicable,Liberal,1,2,3,3.0,2,Control,Control,0,3,0.010446765947988441,1
P00471,36,Female,Black,Bachelor,Liberal,4,4,5,2.3,4,Control,Control,1,4,0.010446765947988441,2
P00472,18,Male,White,Not Applicable,Liberal,4,5,5,4.3,5,Ad_Emotion,Ad_Emotion,1,2,0.00866859302067126,1
P00473,21,Male,White,Master,Liberal,5,4,4,2.7,1,Control,Control,1,3,0.010224494332073794,1
P00474,56,Male,White,High School,Liberal,2,4,4,3.3,4,Ad_Reason,Ad_Reason,0,3,0.01066903756390309,1
P00476,37,Male,Hispanic,Bachelor,Liberal,1,1,2,2.8,4,Ad_Reason,Ad_Reason,0,3,0.01066903756390309,1
P00477,46,Male,White,PhD,Liberal,2,2,5,1.0,4,Ad_Reason,Ad_Reason,0,4,0.012002667259390976,1
P00478,43,Female,White,High School,Liberal,3,3,5,2.4,4,Ad_Emotion,Ad_Emotion,1,5,0.008890864636585907,0
P00479,76,Male,White,Bachelor,Moderate,2,2,4,1.5,5,Ad_Reason,Ad_Reason,0,4,0.011113580795732384,2
P00480,53,Male,White,High School,Moderate,5,5,3,3.2,5,Control,Control,1,3,0.013336296954878861,2
P00481,38,Male,White,High School,Liberal,5,2,4,2.4,1,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,0
