participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score
P00299,49,Female,White,Bachelor,Liberal,2,2,3,2.4,5,Ad_Emotion,Ad_Emotion,0,4
P00300,47,Male,White,Bachelor,Liberal,5,3,1,1.9,2,Ad_Emotion,Ad_Emotion,1,5
P00301,30,Female,Black,Master,Liberal,2,2,5,4.4,3,Control,Control,0,3
P00303,48,Male,White,High School,Conservative,4,5,5,1.0,2,Ad_Reason,Ad_Reason,1,3
P00304,47,Male,White,Master,Liberal,5,1,2,1.0,2,Ad_Reason,Ad_Reason,0,3
P00305,39,Female,Other,Bachelor,Conservative,2,4,3,1.5,4,Ad_Reason,Ad_Reason,0,4
P00306,41,Female,Hispanic,High School,Moderate,4,5,3,2.6,1,Ad_Emotion,Ad_Emotion,1,5
P00307,55,Female,White,Master,Liberal,3,3,1,2.8,2,Ad_Reason,Ad_Reason,0,3
P00308,32,Female,Black,Bachelor,Moderate,5,1,3,3.5,1,Control,Control,0,2
P00309,46,Male,White,Bachelor,Liberal,2,3,2,1.9,5,Control,Control,1,2
P00310,37,Male,White,Not Applicable,Conservative,3,3,2,3.2,1,Ad_Reason,Ad_Reason,1,4
P00311,37,Female,White,Not Applicable,Conservative,4,1,4,3.9,5,Ad_Reason,Ad_Reason,1,3
P00312,53,Female,White,High School,Liberal,2,5,5,2.9,4,Control,Control,1,4
P00313,49,Female,White,High School,Conservative,4,1,5,2.5,5,Control,Control,1,3
P00314,49,Female,Hispanic,High School,Conservative,4,2,5,2.1,5,Ad_Emotion,Ad_Emotion,1,5
P00315,55,Male,White,High School,Liberal,4,3,4,4.1,3,Control,Control,1,3
P00316,40,Female,White,High School,Moderate,5,2,4,1.6,4,Ad_Emotion,Ad_Emotion,1,3
P00317,48,Male,White,Bachelor,Moderate,3,1,4,4.6,2,Ad_Emotion,Ad_Emotion,0,4
P00318,36,Male,White,Not Applicable,Liberal,3,1,1,3.0,4,Ad_Emotion,Ad_Emotion,1,4
P00319,43,Male,Hispanic,Master,Conservative,1,5,4,2.0,3,Ad_Emotion,Ad_Emotion,1,5
P00320,38,Male,Black,Bachelor,Liberal,2,3,3,3.8,5,Ad_Emotion,Ad_Emotion,0,4
P00321,41,Male,Hispanic,Bachelor,Moderate,4,4,1,3.5,4,Ad_Reason,Ad_Reason,0,4
P00322,47,Male,Other,High School,Liberal,2,1,3,3.4,3,Control,Control,1,1
P00323,30,Male,White,High School,Conservative,3,4,5,3.7,2,Ad_Emotion,Ad_Emotion,1,2
P00324,65,Male,White,High School,Conservative,3,3,2,3.2,5,Control,Control,0,3
P00325,27,Female,Hispanic,Master,Liberal,4,2,5,3.5,4,Control,Control,1,5
P00326,25,Male,Other,High School,Liberal,5,3,4,4.4,4,Ad_Emotion,Ad_Emotion,1,3
P00327,53,Male,Black,Master,Liberal,4,5,2,3.2,5,Ad_Reason,Ad_Reason,0,2
P00328,49,Female,Hispanic,Bachelor,Conservative,4,4,5,3.8,4,Ad_Emotion,Ad_Emotion,1,5
P00329,47,Female,Asian,High School,Liberal,1,4,1,1.0,5,Ad_Reason,Ad_Reason,0,4
P00330,47,Female,White,High School,Conservative,5,2,4,3.3,3,Control,Control,0,4
P00331,39,Male,White,Bachelor,Conservative,2,2,5,5.0,5,Ad_Reason,Ad_Reason,1,3
P00332,29,Female,Hispanic,PhD,Moderate,5,1,2,1.2,2,Ad_Reason,Ad_Reason,0,4
P00333,40,Male,Black,Master,Liberal,4,3,3,5.0,5,Ad_Reason,Ad_Reason,0,3
P00334,31,Male,White,High School,Liberal,4,5,5,3.7,4,Control,Control,1,2
P00335,51,Male,White,Bachelor,Moderate,4,1,1,1.3,5,Control,Control,1,4
P00337,30,Male,White,Not Applicable,Moderate,4,2,5,3.4,5,Ad_Reason,Ad_Reason,0,4
P00339,44,Male,White,Bachelor,Liberal,4,2,4,2.6,2,Ad_Reason,Ad_Reason,1,3
P00340,33,Female,White,Bachelor,Conservative,3,2,4,3.7,4,Ad_Emotion,Ad_Emotion,0,4
P00341,30,Female,White,Bachelor,Liberal,3,4,4,4.4,4,Ad_Reason,Ad_Reason,1,2
P00342,42,Male,Black,High School,Moderate,1,3,2,3.9,5,Ad_Emotion,Ad_Emotion,1,4
P00343,42,Female,White,High School,Conservative,2,1,3,4.2,1,Control,Control,0,2
P00344,33,Female,White,Bachelor,Liberal,3,4,3,2.6,3,Ad_Reason,Ad_Reason,1,2
P00345,34,Female,White,PhD,Conservative,1,3,5,3.7,5,Ad_Reason,Ad_Reason,1,4
P00346,42,Male,White,Bachelor,Conservative,5,3,4,5.0,3,Ad_Reason,Ad_Reason,1,5
P00347,22,Female,White,High School,Moderate,2,3,2,1.9,2,Ad_Reason,Ad_Reason,1,4
P00348,23,Male,White,Master,Liberal,4,5,4,3.4,4,Ad_Emotion,Ad_Emotion,0,5
P00349,31,Female,Hispanic,High School,Liberal,4,4,4,1.9,1,Ad_Reason,Ad_Reason,0,3
P00350,37,Male,White,High School,Liberal,5,1,5,4.3,4,Control,Control,1,4
P00351,43,Male,White,High School,Liberal,2,4,5,1.0,2,Control,Control,1,2
P00352,57,Male,Black,Bachelor,Conservative,3,2,5,2.4,5,Ad_Reason,Ad_Reason,1,3
P00353,50,Female,White,Bachelor,Moderate,2,3,1,5.0,2,Control,Control,0,4
P00354,38,Male,Black,Bachelor,Liberal,1,2,1,2.5,1,Ad_Reason,Ad_Reason,0,3
P00355,39,Female,White,Master,Conservative,5,4,2,2.9,5,Ad_Reason,Ad_Reason,1,2
P00356,27,Male,White,High School,Conservative,3,1,2,4.2,5,Control,Control,1,2
P00357,39,Female,Asian,Master,Liberal,2,2,5,2.9,1,Ad_Reason,Ad_Reason,1,4
P00358,36,Female,Hispanic,High School,Liberal,2,2,3,1.0,4,Control,Control,1,4
P00359,43,Female,White,Master,Liberal,3,5,2,1.9,5,Ad_Emotion,Ad_Emotion,1,5
P00360,30,Female,White,Bachelor,Conservative,1,4,1,4.3,4,Ad_Reason,Ad_Reason,0,3
P00361,46,Female,White,Bachelor,Moderate,1,2,1,4.5,3,Ad_Emotion,Ad_Emotion,0,4
P00362,58,Male,Hispanic,Bachelor,Conservative,2,4,4,1.0,1,Control,Control,1,5
P00363,38,Female,Hispanic,Bachelor,Liberal,4,1,5,2.1,3,Ad_Emotion,Ad_Emotion,1,3
P00364,44,Male,White,High School,Conservative,3,2,3,2.3,5,Ad_Emotion,Ad_Emotion,1,5
P00365,48,Female,White,Master,Liberal,1,1,5,2.6,1,Control,Control,0,2
P00366,35,Female,White,High School,Conservative,1,2,1,2.1,5,Ad_Emotion,Ad_Emotion,0,4
P00367,42,Male,White,High School,Conservative,1,3,3,3.1,1,Ad_Emotion,Ad_Emotion,1,3
P00368,40,Male,White,Bachelor,Liberal,5,5,2,2.4,4,Control,Control,0,3
P00369,41,Male,White,Master,Conservative,4,5,4,2.6,2,Ad_Emotion,Ad_Emotion,1,3
P00370,30,Female,Black,High School,Conservative,1,5,1,1.9,2,Control,Control,0,4
P00371,40,Female,Hispanic,PhD,Conservative,4,1,4,3.8,1,Ad_Emotion,Ad_Emotion,0,1
P00372,45,Female,Other,Not Applicable,Liberal,2,4,5,1.6,3,Control,Control,0,2
P00373,57,Female,White,Bachelor,Moderate,2,5,3,3.4,1,Control,Control,1,2
P00374,51,Female,White,Bachelor,Conservative,5,2,5,4.0,4,Ad_Emotion,Ad_Emotion,1,4
P00375,65,Male,Hispanic,Master,Conservative,4,2,4,5.0,3,Ad_Emotion,Ad_Emotion,0,4
P00376,30,Male,White,High School,Liberal,3,3,1,3.5,1,Ad_Emotion,Ad_Emotion,1,2
P00377,50,Female,Black,Bachelor,Conservative,5,1,4,3.2,1,Ad_Reason,Ad_Reason,1,4
P00378,42,Female,White,PhD,Liberal,1,2,1,1.3,5,Ad_Reason,Ad_Reason,1,2
P00379,66,Female,White,Not Applicable,Conservative,2,2,4,4.5,4,Ad_Reason,Ad_Reason,0,3
P00381,29,Male,White,High School,Liberal,3,3,4,3.3,2,Ad_Emotion,Ad_Emotion,0,4
P00382,32,Male,Black,High School,Moderate,5,4,2,3.4,5,Control,Control,1,2
P00383,18,Male,White,High School,Moderate,4,4,5,3.1,3,Ad_Reason,Ad_Reason,1,3
P00384,33,Male,White,Bachelor,Moderate,2,4,4,3.0,2,Ad_Emotion,Ad_Emotion,0,5
P00385,30,Female,White,High School,Moderate,1,2,4,2.6,4,Control,Control,0,5
P00386,41,Male,Hispanic,High School,Liberal,3,3,3,3.7,1,Ad_Emotion,Ad_Emotion,0,5
P00387,44,Female,White,Bachelor,Liberal,3,1,5,1.5,5,Control,Control,0,3
P00388,62,Male,White,Master,Conservative,3,4,3,1.5,4,Ad_Emotion,Ad_Emotion,0,3
P00389,51,Female,White,Master,Liberal,1,5,5,2.2,4,Ad_Reason,Ad_Reason,1,4
P00390,33,Male,White,Master,Moderate,3,2,1,4.2,5,Ad_Reason,Ad_Reason,0,2
P00391,29,Male,White,High School,Moderate,4,1,5,3.4,4,Ad_Emotion,Ad_Emotion,1,4
P00393,24,Female,White,Master,Conservative,5,4,4,2.2,5,Ad_Reason,Ad_Reason,1,4
P00394,61,Female,White,Bachelor,Liberal,5,2,2,2.9,4,Ad_Reason,Ad_Reason,1,2
P00395,54,Male,Black,Bachelor,Conservative,4,4,5,3.4,4,Ad_Reason,Ad_Reason,1,2
P00397,19,Female,White,High School,Moderate,5,4,2,5.0,1,Ad_Emotion,Ad_Emotion,1,3
P00398,56,Male,White,Bachelor,Conservative,3,3,5,2.9,3,Control,Control,0,4
P00399,38,Male,White,Master,Moderate,4,3,2,5.0,5,Control,Control,1,3
P00400,54,Female,Black,PhD,Moderate,2,3,1,3.1,1,Control,Control,1,3
P00401,20,Female,Black,Bachelor,Liberal,1,3,2,3.3,4,Ad_Emotion,Ad_Emotion,1,5
P00402,32,Male,Black,Bachelor,Moderate,1,3,1,4.0,2,Ad_Emotion,Ad_Emotion,0,4
P00403,40,Male,Black,Master,Liberal,4,5,2,4.1,4,Control,Control,1,4
P00404,40,Female,White,Bachelor,Liberal,2,2,2,4.6,4,Control,Control,0,4
P00405,34,Male,White,Bachelor,Liberal,1,3,3,1.7,1,Ad_Emotion,Ad_Emotion,1,5
P00406,47,Male,White,PhD,Liberal,5,5,3,3.1,5,Control,Control,1,3
P00407,27,Female,White,Master,Liberal,2,5,4,4.3,3,Ad_Reason,Ad_Reason,0,1
P00408,38,Female,Other,PhD,Moderate,3,2,2,1.9,3,Ad_Emotion,Ad_Emotion,0,4
P00409,41,Male,Hispanic,High School,Liberal,5,2,1,1.1,5,Control,Control,0,2
P00410,46,Other,White,Bachelor,Conservative,2,4,2,1.5,5,Ad_Emotion,Ad_Emotion,1,1
P00411,48,Female,White,Master,Liberal,4,4,5,2.9,2,Ad_Reason,Ad_Reason,0,4
P00412,26,Male,White,High School,Moderate,1,3,1,5.0,5,Ad_Emotion,Ad_Emotion,1,4
P00414,55,Male,White,High School,Liberal,4,4,4,1.8,5,Ad_Emotion,Ad_Emotion,0,4
P00415,43,Male,White,Master,Liberal,2,1,5,2.5,2,Ad_Emotion,Ad_Emotion,0,3
P00416,31,Female,Hispanic,Bachelor,Moderate,3,4,4,2.0,5,Ad_Reason,Ad_Reason,1,4
P00417,58,Male,Asian,High School,Conservative,1,5,4,1.8,5,Ad_Emotion,Ad_Emotion,0,5
P00419,54,Male,White,Bachelor,Liberal,5,5,5,2.5,4,Control,Control,0,2
P00420,40,Male,White,Bachelor,Liberal,4,1,4,5.0,4,Ad_Emotion,Ad_Emotion,1,5
P00421,64,Female,Hispanic,Bachelor,Conservative,2,3,4,3.6,2,Control,Control,0,3
P00422,61,Female,Hispanic,PhD,Conservative,2,4,3,4.2,1,Ad_Reason,Ad_Reason,1,3
P00423,37,Other,Hispanic,Bachelor,Liberal,4,4,2,2.4,3,Ad_Reason,Ad_Reason,1,4
P00424,51,Male,White,Bachelor,Liberal,1,1,4,2.2,5,Ad_Reason,Ad_Reason,0,4
P00425,47,Male,Black,High School,Conservative,4,5,1,3.5,3,Ad_Reason,Ad_Reason,1,2
P00426,56,Male,White,PhD,Liberal,2,3,1,3.1,1,Control,Control,0,3
P00427,28,Male,White,High School,Moderate,4,4,3,2.9,3,Ad_Emotion,Ad_Emotion,1,3
P00428,48,Male,White,Bachelor,Liberal,1,3,5,4.7,1,Ad_Reason,Ad_Reason,1,3
P00429,52,Female,White,Master,Moderate,5,3,5,2.2,1,Ad_Emotion,Ad_Emotion,1,3
P00430,18,Female,Black,High School,Conservative,1,2,5,2.1,1,Control,Control,1,3
P00431,25,Female,White,Bachelor,Conservative,3,3,4,3.9,1,Control,Control,1,3
P00432,18,Male,White,High School,Conservative,3,2,5,3.7,1,Control,Control,1,3
P00433,36,Female,White,Master,Moderate,4,1,5,2.0,5,Ad_Reason,Ad_Reason,1,3
P00434,48,Male,White,Bachelor,Moderate,1,5,2,3.1,3,Ad_Emotion,Ad_Emotion,1,3
P00435,58,Male,White,Master,Liberal,1,2,4,1.2,4,Ad_Emotion,Ad_Emotion,1,4
P00436,40,Female,White,PhD,Conservative,2,3,4,3.3,4,Ad_Emotion,Ad_Emotion,0,3
P00437,59,Female,White,Bachelor,Conservative,5,5,1,2.5,5,Control,Control,1,3
P00438,23,Male,White,Master,Moderate,1,3,1,2.8,2,Ad_Reason,Ad_Reason,0,5
P00439,19,Male,Other,Bachelor,Liberal,4,3,2,1.9,1,Control,Control,0,4
P00440,39,Male,White,Bachelor,Moderate,2,2,3,4.2,3,Control,Control,0,2
P00441,44,Female,White,Bachelor,Conservative,2,1,4,3.3,1,Ad_Emotion,Ad_Emotion,1,4
P00442,39,Male,White,PhD,Moderate,4,3,1,4.0,1,Control,Control,0,4
P00443,18,Other,Hispanic,Bachelor,Liberal,4,2,5,2.9,4,Ad_Emotion,Ad_Emotion,0,3
P00444,38,Male,Black,High School,Liberal,1,3,4,4.2,1,Ad_Reason,Ad_Reason,1,4
P00445,24,Male,White,Bachelor,Liberal,1,5,4,1.1,3,Ad_Emotion,Ad_Emotion,0,5
P00446,48,Female,White,Bachelor,Conservative,2,1,4,3.0,3,Ad_Reason,Ad_Reason,0,2
P00447,44,Female,Black,High School,Conservative,2,3,1,4.2,4,Ad_Emotion,Ad_Emotion,1,3
P00448,28,Male,Black,Bachelor,Conservative,5,1,2,1.0,5,Control,Control,1,4
P00449,33,Female,Black,Bachelor,Conservative,2,1,1,3.1,4,Control,Control,1,3
P00450,27,Female,Hispanic,Bachelor,Moderate,4,5,5,3.6,4,Ad_Reason,Ad_Reason,1,4
P00451,39,Female,Hispanic,High School,Moderate,4,5,5,2.6,1,Ad_Reason,Ad_Reason,1,4
P00452,51,Female,White,Bachelor,Moderate,5,4,3,4.0,2,Ad_Reason,Ad_Reason,1,5
P00453,28,Female,White,Master,Conservative,3,1,1,4.0,5,Ad_Emotion,Ad_Emotion,1,5
P00454,46,Female,Black,Not Applicable,Moderate,3,3,1,2.4,5,Ad_Emotion,Ad_Emotion,0,3
P00455,33,Female,Hispanic,Bachelor,Moderate,4,5,3,2.6,5,Ad_Reason,Ad_Reason,1,4
P00456,30,Male,White,High School,Liberal,3,3,3,1.8,1,Control,Control,0,3
P00457,38,Male,Other,Not Applicable,Liberal,3,1,4,3.3,4,Ad_Emotion,Ad_Emotion,0,3
P00458,27,Male,White,Bachelor,Conservative,5,5,4,3.2,1,Ad_Emotion,Ad_Emotion,0,5
P00459,33,Male,White,High School,Conservative,2,4,5,3.0,3,Ad_Emotion,Ad_Emotion,1,3
P00460,25,Male,Hispanic,High School,Moderate,2,1,2,3.1,2,Ad_Reason,Ad_Reason,1,3
P00461,63,Female,White,High School,Liberal,3,3,5,2.1,2,Ad_Reason,Ad_Reason,1,2
P00462,40,Male,White,High School,Conservative,1,4,1,1.6,1,Ad_Reason,Ad_Reason,1,4
P00463,31,Male,White,High School,Conservative,5,1,2,3.4,4,Ad_Reason,Ad_Reason,1,4
P00464,42,Female,White,PhD,Moderate,3,5,4,2.8,5,Ad_Reason,Ad_Reason,0,2
P00465,38,Male,White,Bachelor,Moderate,1,1,3,2.0,3,Control,Control,1,4
P00466,37,Male,White,Bachelor,Moderate,1,2,3,2.3,3,Control,Control,1,3
P00468,49,Male,Other,Master,Conservative,2,5,1,3.9,4,Ad_Emotion,Ad_Emotion,1,4
P00469,33,Male,Other,Master,Liberal,4,5,1,3.7,5,Ad_Reason,Ad_Reason,0,3
P00470,33,Female,White,Not Applicable,Liberal,1,2,3,3.0,2,Control,Control,0,3
P00471,36,Female,Black,Bachelor,Liberal,4,4,5,2.3,4,Control,Control,1,4
P00472,18,Male,White,Not Applicable,Liberal,4,5,5,4.3,5,Ad_Emotion,Ad_Emotion,1,2
P00473,21,Male,White,Master,Liberal,5,4,4,2.7,1,Control,Control,1,3
P00474,56,Male,White,High School,Liberal,2,4,4,3.3,4,Ad_Reason,Ad_Reason,0,3
P00476,37,Male,Hispanic,Bachelor,Liberal,1,1,2,2.8,4,Ad_Reason,Ad_Reason,0,3
P00477,46,Male,White,PhD,Liberal,2,2,5,1.0,4,Ad_Reason,Ad_Reason,0,4
P00478,43,Female,White,High School,Liberal,3,3,5,2.4,4,Ad_Emotion,Ad_Emotion,1,5
P00479,76,Male,White,Bachelor,Moderate,2,2,4,1.5,5,Ad_Reason,Ad_Reason,0,4
P00480,53,Male,White,High School,Moderate,5,5,3,3.2,5,Control,Control,1,3
P00481,38,Male,White,High School,Liberal,5,2,4,2.4,1,Ad_Reason,Ad_Reason,1,4
P00482,28,Female,White,High School,Moderate,4,3,2,2.7,1,Ad_Emotion,Ad_Emotion,0,4
P00483,20,Female,Asian,Bachelor,Conservative,3,1,3,5.0,5,Ad_Emotion,Ad_Emotion,0,2
P00484,42,Female,White,Master,Conservative,2,5,5,2.0,5,Ad_Emotion,Ad_Emotion,1,4
P00485,30,Female,Hispanic,High School,Liberal,3,1,2,3.1,2,Ad_Reason,Ad_Reason,0,3
P00486,22,Female,Black,Bachelor,Conservative,4,5,2,3.2,4,Ad_Emotion,Ad_Emotion,1,1
P00487,32,Female,White,High School,Liberal,3,3,3,2.1,4,Ad_Emotion,Ad_Emotion,1,5
P00488,27,Female,Asian,High School,Liberal,3,1,4,4.1,3,Ad_Reason,Ad_Reason,1,4
P00490,50,Female,White,High School,Liberal,3,3,1,4.2,5,Ad_Reason,Ad_Reason,0,3
P00491,39,Male,White,Bachelor,Moderate,4,2,3,2.0,1,Ad_Emotion,Ad_Emotion,1,3
P00492,57,Male,Hispanic,High School,Moderate,1,5,4,2.3,1,Ad_Emotion,Ad_Emotion,1,5
P00494,29,Male,White,Bachelor,Liberal,5,4,4,2.8,4,Control,Control,1,3
P00495,58,Female,White,Bachelor,Liberal,1,1,4,2.9,5,Ad_Emotion,Ad_Emotion,0,2
P00496,46,Male,Hispanic,High School,Liberal,2,3,2,3.8,4,Ad_Emotion,Ad_Emotion,1,3
P00497,27,Female,Asian,Bachelor,Liberal,5,2,3,4.8,5,Ad_Emotion,Ad_Emotion,0,4
P00498,37,Female,Hispanic,Master,Conservative,1,5,1,1.7,3,Ad_Reason,Ad_Reason,0,4
P00499,29,Female,White,Master,Conservative,1,1,4,3.1,3,Ad_Emotion,Ad_Emotion,0,3
P00500,23,Male,White,High School,Conservative,5,3,4,2.8,2,Control,Control,1,2
P00501,51,Male,White,Bachelor,Moderate,2,4,4,2.8,1,Ad_Emotion,Ad_Emotion,1,5
P00502,62,Female,Asian,Bachelor,Moderate,5,4,3,4.6,2,Ad_Emotion,Ad_Emotion,0,3
P00504,46,Female,White,Master,Moderate,2,5,2,3.5,4,Ad_Emotion,Ad_Emotion,1,3
P00505,32,Female,White,PhD,Moderate,4,5,2,3.5,1,Ad_Reason,Ad_Reason,1,5
P00506,34,Male,White,Master,Conservative,1,1,2,3.2,1,Ad_Reason,Ad_Reason,0,3
P00507,32,Male,Hispanic,Master,Moderate,1,5,2,2.2,2,Ad_Reason,Ad_Reason,0,1
P00508,29,Male,Black,Master,Liberal,3,1,2,4.9,1,Control,Control,0,1
P00509,40,Female,Other,Bachelor,Conservative,5,2,4,3.0,3,Ad_Emotion,Ad_Emotion,0,4
P00510,30,Male,White,Bachelor,Conservative,4,3,4,3.5,4,Ad_Reason,Ad_Reason,1,2
P00511,43,Male,Hispanic,Master,Moderate,1,4,2,3.3,2,Control,Control,1,4
P00512,39,Male,Hispanic,Bachelor,Moderate,3,1,2,1.0,4,Ad_Emotion,Ad_Emotion,1,4
P00514,29,Male,Other,High School,Moderate,2,5,3,3.1,5,Ad_Reason,Ad_Reason,0,1
P00515,33,Male,White,PhD,Liberal,1,4,5,2.2,1,Ad_Reason,Ad_Reason,1,4
P00516,49,Female,Hispanic,High School,Liberal,5,1,4,3.4,5,Ad_Reason,Ad_Reason,1,4
P00517,46,Female,Hispanic,Bachelor,Moderate,4,5,2,2.1,1,Control,Control,0,4
P00518,28,Female,Asian,Not Applicable,Liberal,3,3,4,3.0,5,Control,Control,1,4
P00519,41,Male,White,Bachelor,Conservative,5,2,5,1.3,4,Ad_Reason,Ad_Reason,0,2
P00520,49,Male,White,Not Applicable,Conservative,2,3,3,3.8,3,Control,Control,0,3
P00521,19,Female,White,Bachelor,Liberal,5,1,5,3.5,2,Ad_Reason,Ad_Reason,1,4
P00522,46,Male,White,High School,Conservative,3,2,1,3.5,1,Ad_Reason,Ad_Reason,1,5
P00523,32,Female,Hispanic,Master,Moderate,2,2,3,2.9,2,Ad_Emotion,Ad_Emotion,1,3
P00524,46,Female,Asian,High School,Liberal,3,5,4,2.3,3,Control,Control,0,2
P00526,18,Female,White,High School,Moderate,3,1,5,4.7,4,Ad_Reason,Ad_Reason,0,3
P00527,20,Female,Hispanic,High School,Moderate,5,2,2,2.9,2,Control,Control,0,2
P00528,40,Male,Hispanic,Bachelor,Conservative,1,5,5,2.4,5,Ad_Emotion,Ad_Emotion,0,3
P00529,43,Female,Asian,High School,Moderate,1,2,5,1.3,1,Ad_Emotion,Ad_Emotion,1,4
P00530,29,Male,White,Bachelor,Conservative,4,3,2,3.2,2,Ad_Reason,Ad_Reason,0,3
P00531,47,Male,White,Master,Moderate,5,4,4,2.3,2,Control,Control,1,2
P00532,20,Male,White,High School,Liberal,5,1,4,2.5,1,Ad_Emotion,Ad_Emotion,0,4
P00533,39,Female,Black,High School,Moderate,2,4,3,4.0,3,Control,Control,1,3
P00534,25,Female,Black,Bachelor,Liberal,3,3,5,2.0,5,Control,Control,1,4
P00535,32,Female,Other,Bachelor,Moderate,3,4,3,4.9,2,Ad_Reason,Ad_Reason,1,4
P00536,40,Male,White,PhD,Moderate,5,3,2,2.0,5,Ad_Emotion,Ad_Emotion,0,3
P00537,29,Female,White,High School,Moderate,3,3,1,1.0,4,Ad_Reason,Ad_Reason,0,5
P00539,52,Female,Hispanic,Bachelor,Moderate,1,4,2,3.4,5,Ad_Emotion,Ad_Emotion,1,5
P00540,33,Male,Hispanic,Bachelor,Liberal,3,2,4,3.1,1,Ad_Emotion,Ad_Emotion,0,4
P00541,50,Male,Hispanic,High School,Moderate,3,3,3,3.2,5,Ad_Emotion,Ad_Emotion,1,5
P00542,26,Male,White,Bachelor,Conservative,5,4,1,2.7,3,Ad_Emotion,Ad_Emotion,0,4
P00543,46,Female,Black,High School,Conservative,5,2,5,2.5,5,Control,Control,1,4
P00544,57,Male,Hispanic,High School,Liberal,2,1,4,1.8,4,Ad_Reason,Ad_Reason,0,1
P00545,18,Female,White,Bachelor,Moderate,3,2,5,3.1,5,Control,Control,1,3
P00546,30,Male,White,Master,Moderate,4,4,3,4.1,1,Ad_Emotion,Ad_Emotion,0,3
P00547,46,Male,White,Master,Conservative,5,4,4,3.0,4,Ad_Reason,Ad_Reason,1,3
P00548,37,Male,White,Bachelor,Moderate,4,2,3,2.2,1,Ad_Emotion,Ad_Emotion,1,3
P00549,44,Female,Black,Bachelor,Liberal,1,2,5,3.1,3,Ad_Reason,Ad_Reason,1,4
P00550,32,Female,White,Bachelor,Moderate,1,3,3,4.5,3,Control,Control,0,3
P00551,41,Male,White,Not Applicable,Moderate,4,4,3,2.8,1,Ad_Reason,Ad_Reason,1,2
P00552,38,Male,White,Bachelor,Conservative,1,3,3,1.8,3,Ad_Reason,Ad_Reason,0,4
P00553,54,Male,White,High School,Conservative,4,3,2,3.2,1,Ad_Reason,Ad_Reason,1,5
P00554,43,Female,White,High School,Liberal,2,1,2,3.6,2,Ad_Reason,Ad_Reason,0,3
P00555,44,Male,Black,Bachelor,Conservative,2,4,4,3.9,5,Ad_Reason,Ad_Reason,1,4
P00556,35,Female,White,Bachelor,Liberal,1,3,3,3.7,2,Ad_Emotion,Ad_Emotion,0,4
P00557,34,Female,White,High School,Conservative,4,1,3,3.2,3,Ad_Reason,Ad_Reason,1,2
P00558,34,Male,White,Master,Conservative,4,3,3,2.2,1,Ad_Reason,Ad_Reason,0,3
P00559,44,Female,White,Bachelor,Moderate,4,3,2,2.0,1,Control,Control,1,4
P00561,43,Female,White,High School,Liberal,4,2,3,3.6,1,Control,Control,0,4
P00562,64,Male,Hispanic,High School,Liberal,5,2,1,2.3,5,Ad_Emotion,Ad_Emotion,1,3
P00565,54,Male,White,High School,Moderate,2,5,5,4.6,3,Control,Control,1,3
P00566,35,Male,Other,High School,Liberal,5,2,1,2.8,1,Ad_Emotion,Ad_Emotion,0,1
P00567,18,Male,Black,Bachelor,Conservative,2,3,3,3.7,2,Ad_Reason,Ad_Reason,1,2
P00568,27,Female,White,High School,Moderate,1,3,2,4.6,4,Ad_Reason,Ad_Reason,0,4
P00569,18,Male,Black,Bachelor,Moderate,2,1,3,2.0,2,Control,Control,1,1
P00571,40,Male,Asian,High School,Liberal,4,1,2,2.9,1,Control,Control,1,4
P00572,60,Female,White,High School,Liberal,3,3,1,4.4,3,Ad_Reason,Ad_Reason,0,2
P00573,43,Female,White,PhD,Liberal,2,3,5,2.2,1,Control,Control,1,3
P00574,37,Female,White,High School,Conservative,5,1,5,3.2,4,Ad_Reason,Ad_Reason,0,1
P00576,18,Female,Black,Bachelor,Liberal,5,2,5,2.3,2,Ad_Reason,Ad_Reason,0,4
P00577,42,Male,White,Not Applicable,Conservative,1,5,5,2.8,4,Ad_Reason,Ad_Reason,1,2
P00578,49,Male,Hispanic,High School,Liberal,5,5,4,2.9,3,Ad_Emotion,Ad_Emotion,1,4
P00579,22,Male,Hispanic,High School,Moderate,2,5,1,4.1,1,Ad_Reason,Ad_Reason,1,2
P00580,53,Male,Other,Bachelor,Moderate,3,5,2,5.0,4,Ad_Emotion,Ad_Emotion,1,3
P00582,35,Female,Other,High School,Conservative,4,4,4,4.4,5,Control,Control,0,3
P00583,47,Female,White,Not Applicable,Conservative,5,1,3,1.0,2,Control,Control,0,4
P00584,67,Male,Hispanic,Master,Moderate,3,5,4,3.1,1,Ad_Reason,Ad_Reason,0,3
P00585,42,Female,Hispanic,Bachelor,Liberal,5,5,4,3.1,3,Ad_Reason,Ad_Reason,1,4
P00586,42,Male,White,High School,Conservative,4,1,4,3.8,5,Ad_Reason,Ad_Reason,1,3
P00587,34,Male,White,Master,Moderate,4,1,4,1.6,4,Control,Control,1,2
P00588,29,Female,Other,Master,Liberal,4,4,5,3.7,3,Ad_Reason,Ad_Reason,1,3
P00589,49,Female,White,Bachelor,Conservative,2,3,5,1.0,4,Control,Control,1,4
P00590,29,Male,Hispanic,PhD,Liberal,2,4,1,4.0,5,Ad_Emotion,Ad_Emotion,1,3
P00591,40,Male,White,High School,Liberal,3,3,4,1.4,3,Control,Control,1,3
P00592,34,Female,White,High School,Conservative,4,2,2,4.2,1,Control,Control,0,2
